State,Vintage,Dwellings,Year,HPI Yearly Percent Change,HPI Index Publication Base,Unemployment Rate,Unemployment,Employment,Labor Force,Employment-Population Ratio,Labor Force Participation Rate,Inflation Rate (%),Annual Change
Utah,Existing,Single-Family,2012,1.573,83.765,4.8,64408.0,1284149.0,1348557.0,63.4,66.6,2.0693,-1.09
Vermont,Existing,Single-Family,2012,0.207,98.294,4.8,17048.0,336899.0,353947.0,65.9,69.2,2.0693,-1.09
Virginia,Existing,Single-Family,2012,-0.242,93.546,5.9,250378.0,3967151.0,4217529.0,62.8,66.7,2.0693,-1.09
Washington,Existing,Single-Family,2012,-1.478,82.393,7.7,265444.0,3203294.0,3468738.0,59.5,64.5,2.0693,-1.09
West Virginia,Existing,Single-Family,2012,0.558,94.458,7.2,58435.0,749587.0,808022.0,50.4,54.3,2.0693,-1.09
Wisconsin,Existing,Single-Family,2012,-0.776,95.644,6.9,212883.0,2857150.0,3070033.0,63.8,68.5,2.0693,-1.09
Wyoming,Existing,Single-Family,2012,1.371,91.621,5.5,16638.0,287110.0,303748.0,64.7,68.4,2.0693,-1.09
Alabama,Existing,Single-Family,2013,-0.726,96.206,7.3,159274.0,2012828.0,2172102.0,53.4,57.7,1.4648,-0.6
Alaska,Existing,Single-Family,2013,2.956,94.857,7.0,25440.0,338104.0,363544.0,62.8,67.5,1.4648,-0.6
Arizona,Existing,Single-Family,2013,13.226,86.35,7.8,239213.0,2825341.0,3064554.0,55.6,60.3,1.4648,-0.6
Arkansas,Existing,Single-Family,2013,1.434,96.329,7.1,94000.0,1237609.0,1331609.0,54.4,58.5,1.4648,-0.6
California,Existing,Single-Family,2013,12.232,83.426,9.0,1677544.0,16887864.0,18565408.0,57.0,62.7,1.4648,-0.6
Colorado,Existing,Single-Family,2013,5.879,83.654,6.7,186572.0,2579568.0,2766140.0,63.5,68.0,1.4648,-0.6
Connecticut,Existing,Single-Family,2013,-0.951,98.603,8.0,148544.0,1718834.0,1867378.0,60.2,65.4,1.4648,-0.6
Delaware,Existing,Single-Family,2013,0.86,95.965,6.6,29336.0,414215.0,443551.0,56.9,61.0,1.4648,-0.6
Florida,Existing,Single-Family,2013,8.076,83.765,7.5,708604.0,8706060.0,9414664.0,55.5,60.1,1.4648,-0.6
Georgia,Existing,Single-Family,2013,4.02,88.096,8.1,386754.0,4363292.0,4750046.0,57.7,62.8,1.4648,-0.6
Hawaii,Existing,Single-Family,2013,5.359,88.193,4.8,30973.0,620005.0,650978.0,57.7,60.6,1.4648,-0.6
Idaho,Existing,Single-Family,2013,5.328,88.949,6.8,53061.0,724545.0,777606.0,59.9,64.3,1.4648,-0.6
Illinois,Existing,Single-Family,2013,0.267,93.759,9.1,595392.0,5961201.0,6556593.0,59.4,65.4,1.4648,-0.6
Indiana,Existing,Single-Family,2013,0.89,94.536,7.5,240011.0,2953672.0,3193683.0,58.3,63.1,1.4648,-0.6
Iowa,Existing,Single-Family,2013,1.584,94.971,4.7,79426.0,1597139.0,1676565.0,66.4,69.7,1.4648,-0.6
Kansas,Existing,Single-Family,2013,0.895,94.477,5.3,78925.0,1410470.0,1489395.0,64.6,68.2,1.4648,-0.6
Kentucky,Existing,Single-Family,2013,0.558,95.352,7.9,163118.0,1892777.0,2055895.0,55.5,60.3,1.4648,-0.6
Louisiana,Existing,Single-Family,2013,1.374,94.193,6.4,135219.0,1966755.0,2101974.0,55.8,59.6,1.4648,-0.6
Maine,Existing,Single-Family,2013,0.565,95.861,6.7,47182.0,657058.0,704240.0,60.5,64.9,1.4648,-0.6
Maryland,Existing,Single-Family,2013,1.634,95.025,6.5,204282.0,2924626.0,3128908.0,63.0,67.4,1.4648,-0.6
Massachusetts,Existing,Single-Family,2013,2.281,91.842,6.6,233545.0,3283144.0,3516689.0,60.7,65.0,1.4648,-0.6
Michigan,Existing,Single-Family,2013,6.065,88.516,8.7,413509.0,4323410.0,4736919.0,55.2,60.5,1.4648,-0.6
Minnesota,Existing,Single-Family,2013,4.388,91.741,5.0,149276.0,2812453.0,2961729.0,66.7,70.2,1.4648,-0.6
Mississippi,Existing,Single-Family,2013,-0.191,95.75,8.5,108225.0,1164832.0,1273057.0,51.4,56.2,1.4648,-0.6
Missouri,Existing,Single-Family,2013,0.221,94.364,6.8,204083.0,2807115.0,3011198.0,59.8,64.2,1.4648,-0.6
Montana,Existing,Single-Family,2013,3.661,92.289,5.4,27401.0,483798.0,511199.0,60.5,64.0,1.4648,-0.6
Nebraska,Existing,Single-Family,2013,2.476,92.621,3.7,37366.0,977464.0,1014830.0,68.8,71.4,1.4648,-0.6
Nevada,Existing,Single-Family,2013,16.413,78.028,10.0,136706.0,1234021.0,1370727.0,57.3,63.6,1.4648,-0.6
New Hampshire,Existing,Single-Family,2013,0.763,93.218,5.3,39013.0,704023.0,743036.0,65.5,69.1,1.4648,-0.6
New Jersey,Existing,Single-Family,2013,0.32,95.318,8.4,380358.0,4147661.0,4528019.0,59.5,64.9,1.4648,-0.6
New Mexico,Existing,Single-Family,2013,0.774,97.203,6.9,64203.0,865207.0,929410.0,54.0,58.1,1.4648,-0.6
New York,Existing,Single-Family,2013,0.682,94.866,7.8,752157.0,8880792.0,9632949.0,56.8,61.6,1.4648,-0.6
North Carolina,Existing,Single-Family,2013,0.756,93.853,7.8,365012.0,4336379.0,4701391.0,57.1,61.9,1.4648,-0.6
North Dakota,Existing,Single-Family,2013,9.353,88.505,2.9,11590.0,389928.0,401518.0,69.8,71.9,1.4648,-0.6
Ohio,Existing,Single-Family,2013,0.163,93.739,7.5,425318.0,5281459.0,5706777.0,58.3,63.0,1.4648,-0.6
Oklahoma,Existing,Single-Family,2013,1.684,93.64,5.1,92305.0,1707220.0,1799525.0,58.4,61.6,1.4648,-0.6
Oregon,Existing,Single-Family,2013,6.748,84.839,7.8,149553.0,1775139.0,1924692.0,56.8,61.6,1.4648,-0.6
Pennsylvania,Existing,Single-Family,2013,0.813,95.951,7.1,457707.0,5962130.0,6419837.0,58.6,63.1,1.4648,-0.6
Rhode Island,Existing,Single-Family,2013,-0.358,93.186,9.5,52971.0,505776.0,558747.0,59.4,65.7,1.4648,-0.6
South Carolina,Existing,Single-Family,2013,0.379,92.969,7.4,163472.0,2034404.0,2197876.0,54.9,59.3,1.4648,-0.6
South Dakota,Existing,Single-Family,2013,3.463,93.187,3.7,16645.0,430834.0,447479.0,67.5,70.1,1.4648,-0.6
Tennessee,Existing,Single-Family,2013,1.613,91.951,7.8,238765.0,2840127.0,3078892.0,56.1,60.8,1.4648,-0.6
Texas,Existing,Single-Family,2013,4.454,87.022,6.3,809763.0,12022272.0,12832035.0,61.1,65.2,1.4648,-0.6
Utah,Existing,Single-Family,2013,6.868,89.518,4.2,58348.0,1327560.0,1385908.0,64.4,67.2,1.4648,-0.6
Vermont,Existing,Single-Family,2013,-0.058,98.236,4.4,15491.0,334684.0,350175.0,65.3,68.3,1.4648,-0.6
Virginia,Existing,Single-Family,2013,1.445,94.898,5.6,236320.0,4002057.0,4238377.0,62.7,66.4,1.4648,-0.6
Washington,Existing,Single-Family,2013,5.091,86.587,6.6,229825.0,3230947.0,3460772.0,59.4,63.6,1.4648,-0.6
West Virginia,Existing,Single-Family,2013,1.413,95.793,6.7,53632.0,745849.0,799481.0,50.2,53.8,1.4648,-0.6
Wisconsin,Existing,Single-Family,2013,-0.193,95.459,6.7,205813.0,2871988.0,3077801.0,63.8,68.3,1.4648,-0.6
Wyoming,Existing,Single-Family,2013,2.252,93.684,4.8,14409.0,287792.0,302201.0,64.2,67.4,1.4648,-0.6
Alabama,Existing,Single-Family,2014,1.167,97.329,6.7,146010.0,2018705.0,2164715.0,53.4,57.2,1.6222,0.16
Alaska,Existing,Single-Family,2014,2.066,96.817,6.7,24577.0,339704.0,364281.0,62.9,67.4,1.6222,0.16
Arizona,Existing,Single-Family,2014,9.1,94.208,6.8,212248.0,2906193.0,3118441.0,56.1,60.2,1.6222,0.16
Arkansas,Existing,Single-Family,2014,1.324,97.604,5.9,78193.0,1249766.0,1327959.0,54.6,58.1,1.6222,0.16
California,Existing,Single-Family,2014,11.923,93.373,7.6,1412174.0,17264518.0,18676692.0,57.6,62.3,1.6222,0.16
Colorado,Existing,Single-Family,2014,8.037,90.377,5.0,139596.0,2661070.0,2800666.0,64.2,67.6,1.6222,0.16
Connecticut,Existing,Single-Family,2014,-0.221,98.385,6.6,124984.0,1764118.0,1889102.0,61.5,65.9,1.6222,0.16
Delaware,Existing,Single-Family,2014,1.692,97.589,5.6,25312.0,427400.0,452712.0,58.0,61.4,1.6222,0.16
Florida,Existing,Single-Family,2014,9.298,91.554,6.4,614967.0,8931440.0,9546407.0,56.0,59.9,1.6222,0.16
Georgia,Existing,Single-Family,2014,6.767,94.057,7.1,338792.0,4407067.0,4745859.0,57.6,62.0,1.6222,0.16
Hawaii,Existing,Single-Family,2014,6.616,94.028,4.2,28101.0,635913.0,664014.0,58.9,61.5,1.6222,0.16
Idaho,Existing,Single-Family,2014,5.793,94.101,4.4,34132.0,742805.0,776937.0,60.6,63.3,1.6222,0.16
Illinois,Existing,Single-Family,2014,3.016,96.587,7.2,467313.0,6049059.0,6516372.0,60.2,64.8,1.6222,0.16
Indiana,Existing,Single-Family,2014,1.971,96.399,5.9,191839.0,3036685.0,3228524.0,59.6,63.4,1.6222,0.16
Iowa,Existing,Single-Family,2014,1.999,96.869,4.2,72042.0,1626676.0,1698718.0,67.2,70.2,1.6222,0.16
Kansas,Existing,Single-Family,2014,2.356,96.703,4.5,67311.0,1426892.0,1494203.0,65.0,68.1,1.6222,0.16
Kentucky,Existing,Single-Family,2014,1.296,96.587,6.4,128967.0,1877551.0,2006518.0,54.8,58.5,1.6222,0.16
Louisiana,Existing,Single-Family,2014,2.297,96.356,6.3,133851.0,2007668.0,2141519.0,56.6,60.4,1.6222,0.16
Maine,Existing,Single-Family,2014,1.273,97.082,5.6,39027.0,659008.0,698035.0,60.5,64.1,1.6222,0.16
Maryland,Existing,Single-Family,2014,2.614,97.509,5.7,179106.0,2945911.0,3125017.0,63.1,66.9,1.6222,0.16
Massachusetts,Existing,Single-Family,2014,4.265,95.759,5.7,204704.0,3364853.0,3569557.0,61.6,65.4,1.6222,0.16
Michigan,Existing,Single-Family,2014,6.962,94.679,7.2,343703.0,4416017.0,4759720.0,56.2,60.6,1.6222,0.16
Minnesota,Existing,Single-Family,2014,4.727,96.078,4.3,127310.0,2852488.0,2979798.0,67.1,70.1,1.6222,0.16
Mississippi,Existing,Single-Family,2014,1.402,97.092,7.6,94657.0,1149277.0,1243934.0,50.6,54.7,1.6222,0.16
Missouri,Existing,Single-Family,2014,2.165,96.407,6.2,187028.0,2848571.0,3035599.0,60.4,64.4,1.6222,0.16
Montana,Existing,Single-Family,2014,3.959,95.943,4.7,23875.0,488738.0,512613.0,60.6,63.5,1.6222,0.16
Nebraska,Existing,Single-Family,2014,3.376,95.748,3.3,32999.0,979728.0,1012727.0,68.4,70.8,1.6222,0.16
Nevada,Existing,Single-Family,2014,15.87,90.411,8.2,112660.0,1267424.0,1380084.0,57.8,63.0,1.6222,0.16
New Hampshire,Existing,Single-Family,2014,3.131,96.137,4.3,32016.0,711740.0,743756.0,65.7,68.6,1.6222,0.16
New Jersey,Existing,Single-Family,2014,2.207,97.422,6.7,302576.0,4191318.0,4493894.0,59.9,64.2,1.6222,0.16
New Mexico,Existing,Single-Family,2014,0.891,98.069,6.6,61380.0,870570.0,931950.0,54.2,58.1,1.6222,0.16
New York,Existing,Single-Family,2014,1.895,96.664,6.3,598239.0,8925328.0,9523567.0,56.9,60.7,1.6222,0.16
North Carolina,Existing,Single-Family,2014,2.188,95.906,6.1,287640.0,4410647.0,4698287.0,57.4,61.1,1.6222,0.16
North Dakota,Existing,Single-Family,2014,7.209,94.885,2.6,10720.0,398783.0,409503.0,69.9,71.8,1.6222,0.16
Ohio,Existing,Single-Family,2014,2.735,96.303,5.8,331389.0,5381787.0,5713176.0,59.2,62.8,1.6222,0.16
Oklahoma,Existing,Single-Family,2014,2.846,96.305,4.3,77943.0,1719826.0,1797769.0,58.4,61.0,1.6222,0.16
Oregon,Existing,Single-Family,2014,8.263,91.85,6.7,129926.0,1820202.0,1950128.0,57.5,61.6,1.6222,0.16
Pennsylvania,Existing,Single-Family,2014,1.506,97.396,5.9,378984.0,6010075.0,6389059.0,58.9,62.6,1.6222,0.16
Rhode Island,Existing,Single-Family,2014,2.481,95.498,7.8,43229.0,513406.0,556635.0,60.1,65.2,1.6222,0.16
South Carolina,Existing,Single-Family,2014,2.397,95.198,6.3,139485.0,2082941.0,2222426.0,55.4,59.1,1.6222,0.16
South Dakota,Existing,Single-Family,2014,2.903,95.892,3.3,15036.0,435733.0,450769.0,67.7,70.0,1.6222,0.16
Tennessee,Existing,Single-Family,2014,3.637,95.295,6.6,201033.0,2842540.0,3043573.0,55.6,59.6,1.6222,0.16
Texas,Existing,Single-Family,2014,7.144,93.238,5.2,673126.0,12333076.0,13006202.0,61.4,64.8,1.6222,0.16
Utah,Existing,Single-Family,2014,5.81,94.719,3.6,51426.0,1364353.0,1415779.0,65.0,67.4,1.6222,0.16
Vermont,Existing,Single-Family,2014,-0.04,98.197,4.0,13955.0,334742.0,348697.0,65.2,67.9,1.6222,0.16
Virginia,Existing,Single-Family,2014,2.45,97.223,5.1,217948.0,4040908.0,4258856.0,62.7,66.1,1.6222,0.16
Washington,Existing,Single-Family,2014,6.817,92.489,5.9,207249.0,3287904.0,3495153.0,59.5,63.3,1.6222,0.16
West Virginia,Existing,Single-Family,2014,2.029,97.736,6.5,51778.0,743955.0,795733.0,50.1,53.6,1.6222,0.16
Wisconsin,Existing,Single-Family,2014,1.361,96.759,5.3,164217.0,2913764.0,3077981.0,64.4,68.0,1.6222,0.16
Wyoming,Existing,Single-Family,2014,3.08,96.569,4.3,13171.0,289694.0,302865.0,64.4,67.3,1.6222,0.16
Alabama,Existing,Single-Family,2015,2.744,100.0,6.1,131852.0,2020443.0,2152295.0,53.2,56.6,0.1186,-1.5
Alaska,Existing,Single-Family,2015,3.288,100.0,6.3,22821.0,339604.0,362425.0,62.6,66.8,0.1186,-1.5
Arizona,Existing,Single-Family,2015,6.148,100.0,6.1,193900.0,2990545.0,3184445.0,56.7,60.4,0.1186,-1.5
Arkansas,Existing,Single-Family,2015,2.455,100.0,5.0,66516.0,1272785.0,1339301.0,55.4,58.3,0.1186,-1.5
California,Existing,Single-Family,2015,7.097,100.0,6.3,1176732.0,17647409.0,18824141.0,58.3,62.2,0.1186,-1.5
Colorado,Existing,Single-Family,2015,10.648,100.0,3.7,105764.0,2719997.0,2825761.0,64.2,66.7,0.1186,-1.5
Connecticut,Existing,Single-Family,2015,1.642,100.0,5.6,106299.0,1785788.0,1892087.0,62.2,65.9,0.1186,-1.5
Delaware,Existing,Single-Family,2015,2.471,100.0,4.8,22197.0,440555.0,462752.0,59.1,62.0,0.1186,-1.5
Florida,Existing,Single-Family,2015,9.225,100.0,5.5,532965.0,9106772.0,9639737.0,56.0,59.3,0.1186,-1.5
Georgia,Existing,Single-Family,2015,6.318,100.0,6.1,287573.0,4446515.0,4734088.0,57.3,61.0,0.1186,-1.5
Hawaii,Existing,Single-Family,2015,6.351,100.0,3.4,22978.0,647616.0,670594.0,59.6,61.7,0.1186,-1.5
Idaho,Existing,Single-Family,2015,6.269,100.0,3.9,30893.0,764121.0,795014.0,61.3,63.8,0.1186,-1.5
Illinois,Existing,Single-Family,2015,3.534,100.0,6.0,391863.0,6119934.0,6511797.0,60.9,64.8,0.1186,-1.5
Indiana,Existing,Single-Family,2015,3.735,100.0,4.8,156601.0,3109791.0,3266392.0,60.8,63.8,0.1186,-1.5
Iowa,Existing,Single-Family,2015,3.232,100.0,3.7,63082.0,1637467.0,1700549.0,67.3,69.9,0.1186,-1.5
Kansas,Existing,Single-Family,2015,3.409,100.0,4.2,62249.0,1431533.0,1493782.0,64.9,67.8,0.1186,-1.5
Kentucky,Existing,Single-Family,2015,3.533,100.0,5.2,103632.0,1876009.0,1979641.0,54.5,57.5,0.1186,-1.5
Louisiana,Existing,Single-Family,2015,3.782,100.0,6.3,134969.0,2015081.0,2150050.0,56.5,60.3,0.1186,-1.5
Maine,Existing,Single-Family,2015,3.006,100.0,4.4,30309.0,657550.0,687859.0,60.3,63.0,0.1186,-1.5
Maryland,Existing,Single-Family,2015,2.555,100.0,5.0,156905.0,2983083.0,3139988.0,63.5,66.8,0.1186,-1.5
Massachusetts,Existing,Single-Family,2015,4.429,100.0,4.8,172113.0,3417296.0,3589409.0,62.1,65.2,0.1186,-1.5
Michigan,Existing,Single-Family,2015,5.621,100.0,5.4,258391.0,4501816.0,4760207.0,57.1,60.4,0.1186,-1.5
Minnesota,Existing,Single-Family,2015,4.082,100.0,3.8,113741.0,2891673.0,3005414.0,67.5,70.2,0.1186,-1.5
Mississippi,Existing,Single-Family,2015,2.995,100.0,6.5,81997.0,1178018.0,1260015.0,51.7,55.3,0.1186,-1.5
Missouri,Existing,Single-Family,2015,3.727,100.0,5.1,156392.0,2901467.0,3057859.0,61.3,64.6,0.1186,-1.5
Montana,Existing,Single-Family,2015,4.229,100.0,4.3,22176.0,495725.0,517901.0,60.8,63.6,0.1186,-1.5
Nebraska,Existing,Single-Family,2015,4.441,100.0,3.0,30340.0,981326.0,1011666.0,68.1,70.2,0.1186,-1.5
Nevada,Existing,Single-Family,2015,10.606,100.0,6.8,95667.0,1301094.0,1396761.0,58.2,62.5,0.1186,-1.5
New Hampshire,Existing,Single-Family,2015,4.018,100.0,3.4,25485.0,720832.0,746317.0,66.2,68.5,0.1186,-1.5
New Jersey,Existing,Single-Family,2015,2.646,100.0,5.7,256730.0,4237876.0,4494606.0,60.4,64.1,0.1186,-1.5
New Mexico,Existing,Single-Family,2015,1.969,100.0,6.6,62094.0,876206.0,938300.0,54.4,58.3,0.1186,-1.5
New York,Existing,Single-Family,2015,3.451,100.0,5.2,500530.0,9035989.0,9536519.0,57.5,60.7,0.1186,-1.5
North Carolina,Existing,Single-Family,2015,4.269,100.0,5.7,269939.0,4493882.0,4763821.0,57.7,61.1,0.1186,-1.5
North Dakota,Existing,Single-Family,2015,5.391,100.0,2.8,11468.0,399296.0,410764.0,68.8,70.8,0.1186,-1.5
Ohio,Existing,Single-Family,2015,3.839,100.0,5.0,282926.0,5427850.0,5710776.0,59.5,62.6,0.1186,-1.5
Oklahoma,Existing,Single-Family,2015,3.837,100.0,4.3,78545.0,1750501.0,1829046.0,58.9,61.5,0.1186,-1.5
Oregon,Existing,Single-Family,2015,8.873,100.0,5.5,108189.0,1871286.0,1979475.0,58.2,61.6,0.1186,-1.5
Pennsylvania,Existing,Single-Family,2015,2.673,100.0,5.4,346753.0,6076402.0,6423155.0,59.5,62.9,0.1186,-1.5
Rhode Island,Existing,Single-Family,2015,4.714,100.0,6.0,33505.0,521767.0,555272.0,61.0,64.9,0.1186,-1.5
South Carolina,Existing,Single-Family,2015,5.045,100.0,5.9,133750.0,2134087.0,2267837.0,55.8,59.3,0.1186,-1.5
South Dakota,Existing,Single-Family,2015,4.284,100.0,3.0,13798.0,439293.0,453091.0,67.8,69.9,0.1186,-1.5
Tennessee,Existing,Single-Family,2015,4.937,100.0,5.6,171532.0,2902684.0,3074216.0,56.3,59.6,0.1186,-1.5
Texas,Existing,Single-Family,2015,7.252,100.0,4.5,587497.0,12503464.0,13090961.0,61.0,63.8,0.1186,-1.5
Utah,Existing,Single-Family,2015,5.575,100.0,3.5,51512.0,1401945.0,1453457.0,65.5,67.9,0.1186,-1.5
Vermont,Existing,Single-Family,2015,1.836,100.0,3.5,12250.0,334262.0,346512.0,64.9,67.3,0.1186,-1.5
Virginia,Existing,Single-Family,2015,2.857,100.0,4.4,185900.0,4048081.0,4233981.0,62.3,65.2,0.1186,-1.5
Washington,Existing,Single-Family,2015,8.12,100.0,5.4,193577.0,3361249.0,3554826.0,59.8,63.3,0.1186,-1.5
West Virginia,Existing,Single-Family,2015,2.316,100.0,6.6,52071.0,739455.0,791526.0,49.9,53.5,0.1186,-1.5
Wisconsin,Existing,Single-Family,2015,3.35,100.0,4.4,137159.0,2947048.0,3084207.0,64.8,67.9,0.1186,-1.5
Wyoming,Existing,Single-Family,2015,3.553,100.0,4.2,12714.0,288894.0,301608.0,64.0,66.8,0.1186,-1.5
Alabama,Existing,Single-Family,2016,2.896,102.896,5.9,126572.0,2029157.0,2155729.0,53.2,56.5,1.2616,1.14
Alaska,Existing,Single-Family,2016,1.947,101.947,6.6,23824.0,338193.0,362017.0,61.9,66.2,1.2616,1.14
Arizona,Existing,Single-Family,2016,6.742,106.742,5.5,177617.0,3075851.0,3253468.0,57.1,60.4,1.2616,1.14
Arkansas,Existing,Single-Family,2016,2.676,102.676,4.0,53461.0,1290430.0,1343891.0,55.8,58.1,1.2616,1.14
California,Existing,Single-Family,2016,7.072,107.072,5.5,1046610.0,17965407.0,19012017.0,58.8,62.2,1.2616,1.14
Colorado,Existing,Single-Family,2016,10.364,110.364,3.1,90653.0,2803504.0,2894157.0,64.9,67.0,1.2616,1.14
Connecticut,Existing,Single-Family,2016,0.551,100.551,4.8,91810.0,1801390.0,1893200.0,62.7,65.9,1.2616,1.14
Delaware,Existing,Single-Family,2016,2.297,102.297,4.5,21168.0,447640.0,468808.0,59.3,62.1,1.2616,1.14
Florida,Existing,Single-Family,2016,9.18,109.18,4.9,481064.0,9360237.0,9841301.0,56.3,59.2,1.2616,1.14
Georgia,Existing,Single-Family,2016,6.149,106.149,5.4,268074.0,4653740.0,4921814.0,59.0,62.4,1.2616,1.14
Hawaii,Existing,Single-Family,2016,6.214,106.214,2.9,19564.0,659557.0,679121.0,60.3,62.1,1.2616,1.14
Idaho,Existing,Single-Family,2016,7.367,107.367,3.7,29741.0,783180.0,812921.0,61.5,63.8,1.2616,1.14
Illinois,Existing,Single-Family,2016,3.006,103.006,5.9,386366.0,6172672.0,6559038.0,61.4,65.3,1.2616,1.14
Indiana,Existing,Single-Family,2016,3.402,103.402,4.4,145401.0,3186420.0,3331821.0,61.9,64.7,1.2616,1.14
Iowa,Existing,Single-Family,2016,3.459,103.459,3.6,61012.0,1642152.0,1703164.0,67.2,69.7,1.2616,1.14
Kansas,Existing,Single-Family,2016,4.262,104.262,4.0,60041.0,1431920.0,1491961.0,64.7,67.4,1.2616,1.14
Kentucky,Existing,Single-Family,2016,3.798,103.798,5.0,101166.0,1914479.0,2015645.0,55.3,58.3,1.2616,1.14
Louisiana,Existing,Single-Family,2016,3.476,103.476,6.1,129051.0,1994639.0,2123690.0,55.7,59.3,1.2616,1.14
Maine,Existing,Single-Family,2016,3.803,103.803,3.8,26194.0,667723.0,693917.0,61.0,63.4,1.2616,1.14
Maryland,Existing,Single-Family,2016,2.805,102.805,4.3,135091.0,3020827.0,3155918.0,64.1,66.9,1.2616,1.14
Massachusetts,Existing,Single-Family,2016,4.888,104.888,4.0,145171.0,3472327.0,3617498.0,62.6,65.3,1.2616,1.14
Michigan,Existing,Single-Family,2016,5.405,105.405,5.0,241690.0,4606948.0,4848638.0,58.2,61.2,1.2616,1.14
Minnesota,Existing,Single-Family,2016,4.714,104.714,3.9,116762.0,2906348.0,3023110.0,67.3,70.0,1.2616,1.14
Mississippi,Existing,Single-Family,2016,2.574,102.574,5.9,75595.0,1196241.0,1271836.0,52.3,55.7,1.2616,1.14
Missouri,Existing,Single-Family,2016,4.262,104.262,4.5,139447.0,2933457.0,3072904.0,61.7,64.6,1.2616,1.14
Montana,Existing,Single-Family,2016,3.83,103.83,4.3,22470.0,499266.0,521736.0,60.6,63.3,1.2616,1.14
Nebraska,Existing,Single-Family,2016,4.064,104.064,3.1,31096.0,984966.0,1016062.0,67.8,70.0,1.2616,1.14
Nevada,Existing,Single-Family,2016,9.296,109.296,5.8,81843.0,1332390.0,1414233.0,58.5,62.0,1.2616,1.14
New Hampshire,Existing,Single-Family,2016,3.992,103.992,2.9,21476.0,731002.0,752478.0,66.6,68.5,1.2616,1.14
New Jersey,Existing,Single-Family,2016,2.512,102.512,4.9,221620.0,4271201.0,4492821.0,60.8,63.9,1.2616,1.14
New Mexico,Existing,Single-Family,2016,2.925,102.925,6.7,63730.0,880515.0,944245.0,54.4,58.4,1.2616,1.14
New York,Existing,Single-Family,2016,3.412,103.412,4.9,464155.0,9062866.0,9527021.0,57.6,60.6,1.2616,1.14
North Carolina,Existing,Single-Family,2016,4.909,104.909,5.1,246395.0,4598456.0,4844851.0,58.1,61.2,1.2616,1.14
North Dakota,Existing,Single-Family,2016,2.393,102.393,3.1,12777.0,399001.0,411778.0,68.7,70.9,1.2616,1.14
Ohio,Existing,Single-Family,2016,3.932,103.932,5.0,290383.0,5464097.0,5754480.0,59.7,62.8,1.2616,1.14
Oklahoma,Existing,Single-Family,2016,2.632,102.632,4.6,84830.0,1743225.0,1828055.0,58.3,61.1,1.2616,1.14
Oregon,Existing,Single-Family,2016,10.834,110.834,4.7,96696.0,1946233.0,2042929.0,59.3,62.3,1.2616,1.14
Pennsylvania,Existing,Single-Family,2016,2.688,102.688,5.3,344247.0,6114644.0,6458891.0,59.8,63.1,1.2616,1.14
Rhode Island,Existing,Single-Family,2016,4.455,104.455,5.2,28793.0,524438.0,553231.0,61.1,64.5,1.2616,1.14
South Carolina,Existing,Single-Family,2016,5.035,105.035,4.9,111753.0,2174301.0,2286054.0,55.9,58.8,1.2616,1.14
South Dakota,Existing,Single-Family,2016,4.369,104.369,3.0,13715.0,441418.0,455133.0,67.4,69.5,1.2616,1.14
Tennessee,Existing,Single-Family,2016,5.95,105.95,4.7,148720.0,2987679.0,3136399.0,57.3,60.2,1.2616,1.14
Texas,Existing,Single-Family,2016,7.134,107.134,4.6,617938.0,12728898.0,13346836.0,60.9,63.8,1.2616,1.14
Utah,Existing,Single-Family,2016,7.212,107.212,3.3,50156.0,1449981.0,1500137.0,66.1,68.4,1.2616,1.14
Vermont,Existing,Single-Family,2016,1.364,101.364,3.1,10808.0,335043.0,345851.0,65.0,67.1,1.2616,1.14
Virginia,Existing,Single-Family,2016,2.39,102.39,4.0,169526.0,4084822.0,4254348.0,62.4,65.0,1.2616,1.14
Washington,Existing,Single-Family,2016,10.306,110.306,5.2,189031.0,3459527.0,3648558.0,60.4,63.7,1.2616,1.14
West Virginia,Existing,Single-Family,2016,1.95,101.95,6.1,47899.0,737205.0,785104.0,50.0,53.3,1.2616,1.14
Wisconsin,Existing,Single-Family,2016,3.972,103.972,3.9,121722.0,2988744.0,3110466.0,65.5,68.1,1.2616,1.14
Wyoming,Existing,Single-Family,2016,2.051,102.051,5.4,16107.0,284439.0,300546.0,63.1,66.6,1.2616,1.14
Alabama,Existing,Single-Family,2017,3.004,105.987,4.5,99585.0,2103873.0,2203458.0,54.1,56.7,2.1301,0.87
Alaska,Existing,Single-Family,2017,1.284,103.256,6.5,23481.0,337108.0,360589.0,61.7,66.0,2.1301,0.87
Arizona,Existing,Single-Family,2017,7.521,114.77,5.0,160411.0,3079700.0,3240111.0,57.7,60.7,2.1301,0.87
Arkansas,Existing,Single-Family,2017,3.526,106.296,3.7,50234.0,1297854.0,1348088.0,56.1,58.3,2.1301,0.87
California,Existing,Single-Family,2017,6.544,114.078,4.8,927302.0,18258064.0,19185366.0,59.3,62.3,2.1301,0.87
Colorado,Existing,Single-Family,2017,9.053,120.356,2.6,77810.0,2885980.0,2963790.0,65.9,67.7,2.1301,0.87
Connecticut,Existing,Single-Family,2017,0.558,101.113,4.4,84878.0,1838833.0,1923711.0,63.4,66.3,2.1301,0.87
Delaware,Existing,Single-Family,2017,1.818,104.156,4.5,21265.0,453949.0,475214.0,59.4,62.2,2.1301,0.87
Florida,Existing,Single-Family,2017,8.547,118.511,4.3,428098.0,9544892.0,9972990.0,56.8,59.3,2.1301,0.87
